time,actions,observations,free_energy
1,0.0,-0.5,678.3232072203771
2,0.6350036102216705,-0.4775404812855637,655.610289080942
3,0.499229525998056,-0.44111242615291835,626.5755646538054
4,0.2941687407259674,-0.4027772462472876,598.3774408821729
5,0.030640321142115092,-0.3767726302649022,570.3487003857407
6,-0.2675304371234009,-0.37614422925708224,542.0497031784794
7,-0.5722400502610432,-0.40864434470395467,513.5382235468606
8,-0.853584188037146,-0.47474750603945165,485.34457877609975
9,-1.080989362695855,-0.568508228628407,457.72824016981053
10,-1.2232889165874161,-0.6796669228094774,430.2673852366523
11,-1.251076200248742,-0.7956864611769725,402.3354735282317
12,-1.1429105128007517,-0.9031510727688999,373.7073253785926
13,-0.892808413194658,-0.9880652395609562,344.7214297679968
14,-0.5134629518626918,-1.0345870244578652,315.96071509858814
15,-0.03286542118463369,-1.024312072149472,287.78880338439495
16,0.5108327645881151,-0.94380965606741,260.792185772224
17,1.0850628034090342,-0.7951737544885857,236.58118248082206
18,1.6890580227437775,-0.5945229825755641,214.77559885281687
19,2.344168873991656,-0.36521443481905047,191.7376066980512
20,2.932352714770152,-0.13254168461377527,163.8686256152164
21,3.4681825476710713,0.08004029086439268,130.8638033937035
22,3.817437377468203,0.2618018366809603,96.73754823432762
23,4.398330691735538,0.42000784066269403,64.44845020765354
24,5.415499144000758,0.5624316614567686,43.614657949450475
25,-1.9378138040588913,0.6169943000039678,87.31838505109204
26,0.9515110203148508,0.662075271359958,38.4798963404146
27,0.4415356416144513,0.686813578067587,35.23107862988911
28,0.8169146484355867,0.7042031918308528,30.866101146450433
29,0.8138595728412471,0.7153289821574944,29.596035497300136
30,0.8912816216092018,0.7226879934125134,28.945728382850803
31,0.9227917708092152,0.7274315282003815,28.673502293908314
32,0.9495826651689072,0.7304223850859952,28.570620936684804
33,0.9670982497405376,0.7322153893885829,28.55115473222702
34,0.9796988743666992,0.733190181920298,28.575507959393917
35,0.9886685930603032,0.7336043189563993,28.62406621207697
36,0.9952106258175795,0.7336341938015128,28.687152970753118
37,1.0000728960665781,0.7334008618534619,28.75964688111685
38,1.0037794271773286,0.7329876166506618,28.838706453533632
39,1.0066868403608136,0.7324518442071926,28.92264344770058
40,1.0090408691927526,0.7318331121915018,29.010390242482345
41,1.0110107939300057,0.7311587074995833,29.101232838437795
42,1.012713517802056,0.7304474410218447,29.194672939204338
43,1.0142298743047733,0.7297122676689005,29.290352325819867
44,1.0156158304038216,0.7289620936480308,29.388008635514325
45,1.0169101837626018,0.7282030246206365,29.487447666997014
46,1.0181398661275551,0.7274392284891014,29.588524952981402
47,1.0193236021356649,0.7266735321930802,29.691132909698354
48,1.0204744364853144,0.7259078347238804,29.795191584445206
49,1.0216014809236957,0.7251433930588042,29.900641864135764
50,1.0227111227039534,0.7243810201706876,30.00744043796101
51,1.0238078609598504,0.7236212221749104,30.115556044493133
52,1.0248948858176445,0.7228642933306237,30.224966672611004
53,1.0259744795329815,0.7221103818478397,30.335657475557923
54,1.0270482944491965,0.7213595354664837,30.447619219138573
55,1.02811754567002,0.7206117330165945,30.560847130025195
56,1.029183144664245,0.7198669062609441,30.675340042578455
57,1.030245791948684,0.719124955000463,30.791099768342633
58,1.031306041413666,0.718385757508095,30.908130631015297
59,1.0323643449931303,0.717649177723004,31.026439124225703
60,1.0334210837081474,0.7169150701979669,31.146033660219018
61,1.034476589261039,0.7161832834884456,31.266924385943184
62,1.0355311590759917,0.7154536624608661,31.38912304902101
63,1.0365850667934895,0.7147260498513429,31.512642900919104
64,1.0376385696106722,0.714000287304643,31.637498627582318
65,1.0386919134328017,0.7132762160528001,31.763706300980175
66,1.0397453365063343,0.712553677343978,31.891283346249224
67,1.040799071997776,0.7118325126982952,32.020248520869245
68,1.0418533498414384,0.7111125640438127,32.15062190326512
69,1.0429083980797866,0.7103936737695616,32.28242488871797
70,1.043964443852529,0.7096756847211577,32.41568019145336
71,1.0450217141419977,0.7089584401566785,32.550411851629974
72,1.0460804363504863,0.7082417836750131,32.68664524677979
73,1.04714083876179,0.7075255591250978,32.82440710698938
74,1.0482031509233212,0.7068096105018129,32.963725533543084
75,1.0492676039744326,0.7060937818324792,33.10463002093718
76,1.050334430938635,0.7053779170566226,33.24715148181156
77,1.0514038669922854,0.7046618599007809,33.39132227507241
78,1.052476149718555,0.7039454537495152,33.537176236889536
79,1.0535515193529232,0.7032285415133516,33.68474871461274
80,1.0546302190247954,0.7025109654940817,33.83407660383318
81,1.0557124949983903,0.7017925672476377,33.9851983883749
82,1.0567985969153366,0.7010731874446063,34.13815418345905
83,1.0578887780410862,0.7003526657283426,34.2929857821191
84,1.0589832955161316,0.6996308405705671,34.44973670481863
85,1.060082410613738,0.6989075491242726,34.60845225266428
86,1.0611863890048536,0.6981826270737262,34.76917956410523
87,1.0622955010311748,0.697455908481318,34.931967675306396
88,1.0634100219874183,0.6967272256309794,35.09686758457474
89,1.0645302324132375,0.6959964088678756,35.26393232071007
90,1.0656564183959427,0.6952632864340489,35.43321701566731
91,1.06678887188456,0.6945276842996772,35.60477898172667
92,1.0679278910161973,0.6937894259895856,35.77867779335611
93,1.0690737804555643,0.6930483324046364,35.95497537396136
94,1.0702268517483815,0.6923042216375955,36.13373608792563
95,1.0713874236898586,0.6915569087830584,36.31502683814517
96,1.072555822709018,0.6908062057409909,36.498917169361334
97,1.0737323832699204,0.6900519210134185,36.6854793775899
98,1.0749174482911747,0.6892938594937724,36.87478862616581
99,1.0761113695844298,0.6885318222483697,37.06692306853472
100,1.0773145083135893,0.687765606289478,37.26196397848389
